code,disclosure_year,report_year,file_name,sentence_id,AI_sentence,matched_keywords,total_sentences_in_report,classified
1,2023,2022,000001_2023_2022年年度报告.pdf,647,线上依托AI中台和营销中台，实现营销模型构建、商机下发、活动上线及权益分发，线下聚焦垂直行业和重点客群，加强金融、非金融场景和特色专区建设，深化客群经营，提升用户活跃度,AI,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,656,风险控制以守住风险底线为前提，聚焦风险防控，加强生态化、智能化和专业化建设,智能化,2335,R
1,2023,2022,000001_2023_2022年年度报告.pdf,657,对公风控方面，智慧风控平台向2.0迈进，聚焦智能审批、智能放款、智慧贷后、智能控制、智能预警、智能分析和智能监控七大智能场景，提升复杂投融、供应链金融等业务的线上化、自动化和智能化水平,"智能化,智能分析,自动化",2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,661,清收处置方面，深耕智能尽调、智能估值、智慧决策、智慧处置、智慧分析、生态服务六大智能场景建设，提60平安银行股份有限公司第三章管理层讨论与分析2022年年度报告升不良资产清收处置全流程线上化、智能化、生态化水平,智能化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,664,集中化提升方面，从业务深层次逻辑入手，利用智能化、数字化手段提升集中作业效率，2022年末，集中运营的自动化、智能化率近99%,"智能化,自动化",2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,665,数据化驱动方面，建立数据驱动的账户风险管理机制，通过人机协作的模式、动态化的风险策略管理，对存在洗钱风险、电信诈骗的可疑账户实现精准管控，2022年末，风险账户自动化管控率达69.8%,"数据驱动,自动化",2335,I
1,2023,2022,000001_2023_2022年年度报告.pdf,667,数字门店打造方面，通过网点周围盘点、大数据选址模型，优化线下门店网点布局，提升潜力客户辐射覆盖，2022年末，在“AI+T+Offline”模式赋能下，网点潜客覆盖率达92%,AI,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,676,智慧稽核方面，“平安慧眼”稽核监察平台布局预警监测、智能作业两大系统集群，升级核心组件功能，凭借其强大的智能化技术应用、显著的工作赋能效果，荣获金融监管部门颁发的金融科技发展奖二等奖,智能化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,685,打造敏捷高效的工程体系本行以价值效能为导向，加强标准化、一体化的流程管控，利用自动化作业加速产能释放，利用智能化工具提升研发效率，建立适应“敏态”与“稳态”的应用开发模式,"智能化,自动化",2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,688,二是推进开发运维一体化（DevOps）工程实践，强化平台推广、自动化工具应用、效能度量体系建设，并通过IT数字化平台（Starlink），打造全流程数字化的研发管理体系,自动化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,689,"2022年，该平台日均构建流水线超10,000次，同比提升约129%，月均自动化发布应用超2,000个，同比提升约150%",自动化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,692,通过自主研发扫描引擎“鹰眼”，自动化扫描盘点全行存量数据，智能打标准确率达90%,自动化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,695,数据服务方面，本行通过数据中台、AI中台加强指标、标签等数据半成品沉淀，深化自然语言处理（NLP）、知识图谱等AI技术的应用，提高业务场景的数据需求响应效率，提升数据应用价值,"AI,自然语言处理,NLP,知识图谱",2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,696,2022年，数据中台沉淀的数据标签数量同比增长61.8%，业务视图数量同比增长50.4%，算法模型数量同比增长16.5%，支持各类业务的数据应用场景,算法,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,698,大数据应用方面，将多模态识别技术应用于消费金融业务，通过融合视频、图像、音频、语义等多维信息，有效提升面审环节的风险识别率，其中“新一贷”业务通过流程自动化节省人力成本约420万元/年,"自动化,多模态",2335,I
1,2023,2022,000001_2023_2022年年度报告.pdf,699,自主研发金融市场业务数据模型，通过建立统一的数据标准，实现查询、传输、存储过程的数据结构一致，极大提高了数据使用效率,数据模型,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,700,AI应用方面，本行与互联网头部企业合作，搭建离线、近线和在线推荐引擎，支撑亿级用户的秒级实时性推荐，月均触客数同62平安银行股份有限公司第三章管理层讨论与分析2022年年度报告比增长约11%,AI,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,701,基于虚拟数字人技术、智能引擎和音视频平台，实现AI客服和人工服务的无缝衔接，节省运营成本约30人/年,AI,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,704,夯实安全稳固的基础设施一是保障业务连续性，本行持续深化容灾体系建设，推进智能化运维和基础设施云原生改造，进一步提升IT基础架构的稳定性和应急能力,智能化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,739,三是加大问题资产清收处置力度，进一步发挥特殊资产管理专业化优势，并积极推动清收处置模式“线上化、智能化、生态化”转型，提升清收处置效果,智能化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,740,四是提升智慧风控水平，通过打造专项评级模型，提升风险识别能力，充分运用大数据、人工智能、区块链等前沿技术，持续迭代升级智慧风控平台，不断提升风险管理效率与效果,人工智能,2335,I
1,2023,2022,000001_2023_2022年年度报告.pdf,774,在客户服务上，本行聚焦中高端市场，贯彻资产配置服务理念，升级运营流程及权益体系，打造了专业的综合保障理财规划顾问服务，搭建了包括“健康、养老、传承”在内的一站式客户权益体系，并强化科技赋能，提升银保客户经营线上化水平，为客户提供定制化、智能化、一站式的解决方案和服务体验,智能化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,781,强化金融科技应用本行密切跟进并落实党的二十大精神，推进人工智能、物联网、大数据、量子计算等新技术与银行业务深度融合,人工智能,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,800,四是进一步强化科技赋能，持续推动智慧特管平台向“智能化、移动化”方向迭68平安银行股份有限公司第三章管理层讨论与分析2022年年度报告代升级，全面推出“特资e”小程序，为不良资产清收处置提供强有力支持,智能化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,802,本行将大额风险暴露纳入全面风险管理体系，并制定了《平安银行大额风险暴露管理办法》，明确规定大额风险暴露管理职责和流程管理方案，不断完善客户授信管理要求、系统建设与数据治理，实现客户大额风险暴露的自动化统计、监测、预警和控制，通过科技手段动态管控客户集中度风险，定期向监管报告大额风险暴露与管理情况,自动化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,835,二是强化数据驱动，通过整合风险监测数据，深化以风险为本的数字化经营方向，并升级完善风险热图，不断提升操作风险管理的智能化水平,"智能化,数据驱动",2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,924,持续深化科技引领，充分运用大数据、AI等领先科技，打造智慧风控平台，全面提升风险管理的效率和水平,AI,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,944,一是推进“智慧风控平台2.0”升级，迭代智能尽调、智能控制等基础应用，扩充智慧贷后、智慧押品、智慧评级等新场景，打通预警、贷后、处置一体化管理流程，推进对代销、同业等业务的智能化覆盖，持续提升智能化风险管理水平,智能化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,1170,"报告期内本行接待投资者的主要情况如下：接待对谈论的主要内容接待时间接待地点接待方式接待对象调研的基本情况索引象类型及提供的资料2022年1月12日深圳电话沟通机构境外投资者2022年2月6日深圳实地调研机构境内投资者2022年3月10日深圳实地调研机构境内外投资者2022年3月21-25日深圳电话沟通机构境内外投资者2022年4月11日深圳电话沟通机构境内投资者2022年5月17日深圳电话沟通机构境内外投资者2022年5月19日深圳电话沟通机构境内投资者本行的经营管理巨潮资讯网2022年6月9日深圳电话沟通机构境内投资者情况和发展战略，(http://www.cninfo.com.cn）2022年7月14日深圳电话沟通机构境内投资者定期报告和临时《平安银行股份有限公司投公告及其说明资者关系活动记录表》2022年8月18日深圳电话沟通机构境内外投资者2022年9月1日深圳电话沟通机构境内投资者2022年9月13日深圳电话沟通机构境外投资者2022年10月8日深圳电话沟通机构境内投资者2022年11月2日深圳电话沟通机构境外投资者2022年11月10日深圳电话沟通机构境外投资者2022年12月2日深圳电话沟通机构境内投资者4.13机构和员工情况4.13.1机构建设情况本行持续实施网点智能化建设，合理配置网点布局，2022年末，本行共有109家分行（含香港分行），合计1,191家营业机构",智能化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,1204,二是借助科技手段升级完善部门控制检查体系，提升管理工具的精细化、数字化和智能化水平,智能化,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,1241,同时，借助大数据、AI、物联网、区块链等领先技术，深入供应链场景和生态，推动小微专属产品“新微贷”实现数字化升级，并持续优化“宅抵贷”“抵押E贷”等普惠产品，有效缓解企业融资难、融资贵的问题,AI,2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,1252,四是提升小微企业的服务便利度，依托大数据模型实施风险控制，实现流程线上化、审批自动化，减少人工干预，缩短信贷流程,"数据模型,自动化",2335,
1,2023,2022,000001_2023_2022年年度报告.pdf,1305,运用大数据、人工智能等技术加强对消保工作的监督和108平安银行股份有限公司第五章环境和社会责任2022年年度报告管理，持续升级完善消保全流程管控机制，本行“基于大数据和人工智能的消费者权益保护中台”项目荣获2022年度“科创中国”金融数字化转型优秀解决方案奖,人工智能,2335,
2,2020,2019,000002_2020_2019年年度报告.pdf,161,14万科企业股份有限公司2019年度报告万科物业还积极开展数字化建设，以更好地响应客户服务需求，实现降本提效和精细运营，包括纸电一体化发票管理平台、人行出入口无人值守智能化产品、“黑猫二号”智慧停车场管理系统等,智能化,1809,I
2,2020,2019,000002_2020_2019年年度报告.pdf,208,期内，本集团加大BIM技术的研发与应用，打造地产开发不动产数字化平台，自主创新的AI审图技术可有效提升图纸审查效率与准确度，保障生产质量与安全,AI,1809,I
2,2020,2019,000002_2020_2019年年度报告.pdf,212,与战略合作伙伴微软共同发起设立“万科未来城市实验室”，共同研发适合国内市场、与未来城市相关的行业标准，以及适用各类空间的智慧化未来城市解决方案,智慧化,1809,I
2,2020,2019,000002_2020_2019年年度报告.pdf,881,公司及各子公司的日常审批，通过系统进行自动控制，保证授权审批控制的效率和效果,自动控制,1809,I
2,2021,2020,000002_2021_2020年年度报告.pdf,58,而正在悄然降临的人工智能，将使思维穿透生物神经的局限，让人类迎来更优雅和精致的生活,人工智能,1949,I
2,2021,2020,000002_2021_2020年年度报告.pdf,258,在设计方面，建立AI审图平台并在万科内部全面使用，利用人工智能技术进行图纸审查，提升审图效率和审图精准度,"人工智能,AI",1949,I
2,2021,2020,000002_2021_2020年年度报告.pdf,330,（4）坚持科技助力业务：落实AI审图全覆盖、账户现金收支管理全覆盖，统一线上客户购房入口,AI,1949,
2,2021,2020,000002_2021_2020年年度报告.pdf,896,此外，公司积极提升项目管理的科技化水平，致力于工艺改善，落地智慧工地，持续推进工业化和智能化建造体系，广泛应用工程管理IT工具，在保障施工安全基础上提高施工质量和管理效率,智能化,1949,
2,2021,2020,000002_2021_2020年年度报告.pdf,920,（六）信息安全风险在互联网、大数据、云计算时代下，保持信息系统高效良好运行、加强数据保密及安全合规已经成为日常管理工作的重点之一,云计算,1949,
2,2021,2020,000002_2021_2020年年度报告.pdf,1018,公司及各子公司的日常审批，通过系统进行自动控制，保证授权审批控制的效率和效果,自动控制,1949,
2,2022,2021,000002_2022_2021年年度报告.pdf,19,旗下主要包括归属社区空间服务的万科物业、归属商企空间服务的万物梁行、归属城万物云指市空间服务的万物云城、提供AIoT（人工智能物联网）以及BPaaS（流程即服务）解决方案服务的万睿科技等,"人工智能,AI",1969,
2,2022,2021,000002_2022_2021年年度报告.pdf,272,通过BIM（建筑信息模型）、建筑工程人工智能审图（AI审图）、全天候现场监控等科技手段搭建智慧建造平台，以信息技术为手段，建立工地“管理+服务”的智慧体系，实现从传统管理工地到智慧工地的转型,"人工智能,AI",1969,
2,2022,2021,000002_2022_2021年年度报告.pdf,280,2、物业服务万物云是由社区、商企和城市空间“三驾马车”业务体系，协同驱动的全域空间服务提供商，并通过万物云的AIoT（人工智能物联网）以及BPaaS（流程即服务）解决方案，在空间里实现远程和混合运营（Remote&Hybrid），为客户提升空间服务效率,"人工智能,AI",1969,
2,2022,2021,000002_2022_2021年年度报告.pdf,327,2021年初，万纬携手国药集团北京生物制品研究所，68天完成新冠疫苗库改造，将北京亦庄园区打造成集智能温控、智能消防、智能安防、自动化设备于一体的智慧疫苗库，11月份配合国药集团北京生物制品研究所获得世界卫生组织（WHO）认证,自动化,1969,
2,2022,2021,000002_2022_2021年年度报告.pdf,404,AI审图、自助收款终端等应用，提高经营效率及客户体验：AI审图已嵌入图纸管理流程，实现查验问题的闭环管理，审图效率及输出质量均明显高于人工方式,AI,1969,
2,2022,2021,000002_2022_2021年年度报告.pdf,406,账户现金收支管理、财务结算效率大幅提升：通过RPA（机器人流程自动化软件）、OCR（光学文字识别技术）、NLP（自然语言处理）等技术的创新应用，融入业务环节，提高了资金、资产的管控效率与精度,"自然语言处理,NLP,自动化,机器人",1969,
2,2022,2021,000002_2022_2021年年度报告.pdf,407,借助综合对账平台将业务流、现金流、凭证关联起来，优化结算流程，实现对账自动化率达90%，整体财务结算效率同比去年提升75%,自动化,1969,
2,2022,2021,000002_2022_2021年年度报告.pdf,410,不断研发支持业务发展的科技产品：借助AI、建模引擎、AR/VR等技术，推出数字员工“崔筱盼”、翼车位、智能强排、智能建筑设计平台等科技产品,AI,1969,
2,2022,2021,000002_2022_2021年年度报告.pdf,411,其中，崔筱盼是万科首位数字化虚拟员工，在系统算法的加持下，在各种应收/逾期提醒及工作异常侦测中，表现出高于人工千百倍的效率,算法,1969,I
2,2022,2021,000002_2022_2021年年度报告.pdf,412,翼车位是地库销售自动化平台，通过数字化车位空间，帮助客户足不出户地了解车位详情，打造优于线下的客户体验,自动化,1969,
2,2022,2021,000002_2022_2021年年度报告.pdf,413,智能强排工具，深度挖掘专家知识体系，集成各类专业算法，方案生成效率、质量优势明显，达到行业领先水平,算法,1969,
2,2022,2021,000002_2022_2021年年度报告.pdf,483,形成线上可视化的《投资地图》，集聚内外专业测算力量，对投向和测算提供专业支持,算力,1969,
2,2022,2021,000002_2022_2021年年度报告.pdf,965,此外，公司积极提升项目管理的科技化水平，致力于工艺改善，落地智慧工地，持续推进工业化和智能化建造体系，广泛应用工程管理IT工具，在保障施工安全基础上提高施工质量和管理效率,智能化,1969,
