code,year,end_date,institution_id,industry_code,annual_report_ai_word_freq,annual_report_ai_sentence_freq,annual_report_total_sentences,annual_report_total_words,ai_disclosure_sentence_ratio,ai_disclosure_word_ratio,ai_sentence_per_1000_sentences,ai_word_per_1000_words,annual_trading_shares,float_market_value_thousand,total_market_value_thousand,annual_return_no_cash_dividend,investor_sentiment_proxy_log_trading_volume,report_year,Size,Lev,ROA,Growth,CashRatio,TobinQ,ListAge,Board,Indep,Dual,Top1,SOE
600520,2022,2022-12-31,106482,C38,3,3,2669,51273,0.0011240164855751,5.851032707272834e-05,1.1240164855751218,0.0585103270727283,3748206662,2520621.3,2520621.3,0.814139,22.044543339343548,2022,20.54751438362907,0.4864208319987537,0.040818,0.001245,0.095808,3.491359,3.044522437723423,2.3978952727983707,0.2727272727272727,0.0,0.170885,0.0
601005,2022,2022-12-31,103276,C31,0,0,2583,61661,0.0,0.0,0.0,0.0,14559851297,13168906.69,13241150.61,-0.244019,23.401533666613343,2022,24.39613786315261,0.4578426034970398,-0.024755,-0.082508,0.301468,0.82787,2.772588722239781,2.302585092994046,0.3,0.0,0.235124,1.0
300686,2020,2020-12-31,10138070,C39,2,2,2562,52144,0.0007806401249024,3.835532371893219e-05,0.78064012490242,0.0383553237189321,1794996266,2711731.28,4098717.24,-0.033484,21.308268779218754,2020,21.96102121547039,0.413025349597293,0.054532,0.332556,0.940314,1.39815,1.3862943611198906,1.9459101490553132,0.4285714285714285,0.0,0.234218,0.0
688222,2020,2020-12-31,10480846,M73,1,1,3050,68132,0.000327868852459,1.4677390946985265e-05,0.3278688524590163,0.0146773909469852,471143944,1107051.44,12068481.6,,19.970674221000976,2020,21.222831759622984,0.2245595856788042,0.056078,-0.077959,1.939534,1.60062,0.0,2.1972245773362196,0.25,1.0,0.204345,0.0
300097,2024,2024-12-31,102839,C35,6,6,1834,45033,0.0032715376226826,0.0001332356272067,3.271537622682661,0.133235627206715,4444060870,1441853.12,1540855.23,-0.418934,22.21483440597472,2024,,,,,,,,,,,,
600558,2021,2021-12-31,106140,C33,1,1,2978,59258,0.0003357958361316,1.6875358601370278e-05,0.335795836131632,0.0168753586013702,3153790150,3312161.83,3312161.83,0.176656,21.87187078903153,2021,21.87162744538997,0.2632972471055154,0.031818,0.143932,0.398593,1.313769,3.044522437723423,1.9459101490553132,0.4285714285714285,0.0,0.3337259999999999,1.0
002381,2023,2023-12-31,102498,C29,3,3,2548,50573,0.0011773940345368,5.932019061554584e-05,1.1773940345368916,0.0593201906155458,998977786,2440945.28,3119745.04,0.219436,20.722243101130385,2023,22.043766979848115,0.4298122414829191,0.067125,0.11025,0.677669,1.205611,2.6390573296152584,2.3978952727983707,0.4545454545454545,0.0,0.209221,0.0
300078,2024,2024-12-31,102956,C39,196,132,3205,78945,0.041185647425897,0.0024827411489011,41.18564742589704,2.4827411489011335,10485550472,3364500.91,3420280.38,-0.305936,23.073264000923597,2024,21.50707389161489,0.731087524061342,-0.210823,-0.313306,0.2221,2.271918,2.70805020110221,2.4849066497880004,0.4166666666666667,0.0,0.074872,0.0
300153,2023,2023-12-31,104778,C38,24,21,3034,60877,0.0069215557020435,0.0003942375609836,6.921555702043507,0.3942375609836227,1973147513,2537880.34,2553600.0,0.183976,21.40289582753769,2023,21.24314880850356,0.4990697389624535,0.019384,0.248624,0.600113,2.011152,2.6390573296152584,2.302585092994046,0.4,0.0,0.31325,0.0
300400,2020,2020-12-31,10107070,C35,2,2,2831,59450,0.0007064641469445,3.3641715727502105e-05,0.7064641469445425,0.0336417157275021,1738691407,2289031.05,3044953.79,-0.125436,21.276398602862756,2020,20.89065075108639,0.4260484422944452,0.108933,0.784053,0.508224,2.504766,1.9459101490553132,2.0794415416798357,0.5,0.0,0.328609,0.0
601928,2022,2022-12-31,107761,R85,1,1,2476,52025,0.0004038772213247,1.9221528111484863e-05,0.4038772213247173,0.0192215281114848,3372569156,20155608.0,20155608.0,0.040791,21.93894065198864,2022,24.114490585652614,0.4090408208391078,0.0722,0.086196,0.594967,1.087628,2.4849066497880004,2.833213344056216,0.4705882352941176,0.0,0.7248439999999999,1.0
000955,2024,2024-12-31,101303,C17,1,1,2570,51642,0.0003891050583657,1.9364083497928044e-05,0.3891050583657587,0.019364083497928,4173355879,2227505.58,2228955.3,-0.185039,22.15198631649157,2024,20.562287748989423,0.154395587112585,-0.021225,-0.115273,2.609394,2.771506,3.258096538021482,2.302585092994046,0.3,0.0,0.102424,0.0
688280,2024,2024-12-31,10429360,C36,0,0,3842,80750,0.0,0.0,0.0,0.0,1153854249,2017907.6,2591073.12,-0.42764,20.866373697229136,2024,21.66660026532688,0.7742981549771405,-0.170336,0.506398,0.042803,1.609852,1.3862943611198906,1.9459101490553132,0.4285714285714285,1.0,0.118053,0.0
300032,2023,2023-12-31,103435,C38,2,2,2688,61161,0.0007440476190476,3.270057716518696e-05,0.744047619047619,0.0327005771651869,5663242912,5067990.76,5068000.23,0.249505,22.457262517913556,2023,21.450994483624317,0.6138192515701116,-0.137282,-0.308696,0.132979,3.061684,2.70805020110221,2.1972245773362196,0.3333333333333333,0.0,0.16488,0.0
300083,2023,2023-12-31,102884,C34,0,0,2974,71966,0.0,0.0,0.0,0.0,7337083241,9015632.98,10612020.85,-0.252656,22.71620722212297,2023,22.85615452681791,0.4190147942223745,0.023695,-0.220392,0.206485,1.574717,2.6390573296152584,2.1972245773362196,0.5555555555555556,0.0,0.135466,0.0
600853,2020,2020-12-31,10228,E48,0,0,3041,71494,0.0,0.0,0.0,0.0,3823909794,2252659.65,2703185.16,0.030818,22.064539242683697,2020,23.876718823835976,0.8596667327099455,0.01017,0.065823,0.282574,0.979254,3.295836866004329,2.772588722239781,0.4375,0.0,0.444511,1.0
688420,2024,2024-12-31,10546908,C35,23,22,3742,82455,0.0058792089791555,0.000278940027894,5.879208979155532,0.2789400278940028,91826733,742894.02,1926005.4,-0.145511,18.335414033237967,2024,21.34459304825965,0.2062093952060479,0.021368,-0.041322,2.039489,1.092927,1.0986122886681098,2.302585092994046,0.4,0.0,0.190885,0.0
300220,2022,2022-12-31,105072,C39,27,19,2446,53513,0.0077677841373671,0.0005045502961897,7.76778413736713,0.5045502961897109,973243967,1579662.38,1581552.0,-0.448021,20.696145346644727,2022,19.809886412775423,0.7106222741317758,-0.144338,-0.241697,0.112878,5.150096,2.4849066497880004,1.791759469228055,0.5,1.0,0.358508,0.0
002101,2022,2022-12-31,102598,C36,7,6,2237,53925,0.0026821636119803,0.0001298099211868,2.682163611980331,0.1298099211868335,6858453717,11458887.23,11460805.03,0.865025,22.6487478477372,2022,22.936667391266493,0.427665690845239,0.057292,0.111342,0.13194,1.680601,2.833213344056216,2.772588722239781,0.5,0.0,0.181088,1.0
300446,2021,2021-12-31,10102663,C26,0,0,3134,67025,0.0,0.0,0.0,0.0,744939661,1832946.12,1878287.4,0.055809,20.42881378245989,2021,,,,,,,,,,,,
002766,2021,2021-12-31,10102703,C39,42,39,2491,58469,0.0156563629064632,0.0007183293711197,15.656362906463269,0.7183293711197386,574030405,2510977.66,2703443.23,0.421286,20.168192925006306,2021,,,,,,,,,,,,
002269,2022,2022-12-31,103208,C18,0,0,1998,42676,0.0,0.0,0.0,0.0,14589933951,5075250.0,5075250.0,-0.201581,23.4035976725346,2022,22.054543116800847,0.9251853175409188,-0.177194,-0.454515,0.020492,2.275317,2.70805020110221,1.9459101490553132,0.4285714285714285,1.0,0.416473,0.0
002988,2023,2023-12-31,10148613,C32,0,0,3192,66108,0.0,0.0,0.0,0.0,944844449,5552969.31,5556245.46,0.788015,20.666530868734824,2023,22.49983966729863,0.5714778415899192,0.032381,0.105954,0.131948,1.572724,1.3862943611198906,2.1972245773362196,0.3333333333333333,1.0,0.357838,0.0
601609,2022,2022-12-31,10102617,C32,3,3,2877,63882,0.0010427528675703,4.696158542312389e-05,1.042752867570386,0.0469615854231238,1950249826,4100102.2,10004178.04,-0.20578,21.391223317726116,2022,23.719408574100193,0.6115893126566885,0.021521,0.246811,0.067505,1.045735,1.0986122886681098,2.302585092994046,0.4,0.0,0.281472,0.0
000153,2020,2020-12-31,101840,C27,0,0,1961,43306,0.0,0.0,0.0,0.0,3257336327,2745399.62,2746842.82,0.331316,21.904175621034813,2020,22.01420709975099,0.6017893097851137,0.028377,0.025669,0.122399,1.357016,3.044522437723423,2.1972245773362196,0.3333333333333333,0.0,0.114827,0.0
002833,2024,2024-12-31,10136642,C35,1,1,2406,55490,0.0004156275976724,1.8021265092809516e-05,0.4156275976724854,0.0180212650928095,1029656505,4161587.49,7139798.89,-0.000564,20.75249109424764,2024,22.144330771147978,0.2850296515166984,0.128253,0.004254,0.879935,1.686303,2.1972245773362196,2.3978952727983707,0.4545454545454545,1.0,0.389779,0.0
601086,2020,2020-12-31,10122678,F52,0,0,2309,45786,0.0,0.0,0.0,0.0,1999113668,2830500.0,2830500.0,-0.147059,21.415969753779503,2020,21.684786066052684,0.286541958080329,0.037477,-0.630699,0.981416,1.368674,1.3862943611198906,1.9459101490553132,0.4285714285714285,0.0,0.421171,0.0
688377,2023,2023-12-31,10139248,C35,0,0,3121,59715,0.0,0.0,0.0,0.0,286887246,5168756.73,5220968.94,-0.386539,19.474599828935386,2023,21.649500090878277,0.3098990638856203,0.059023,0.231221,0.27297,2.377624,1.3862943611198906,1.9459101490553132,0.4285714285714285,1.0,0.258133,0.0
603328,2024,2024-12-31,10114118,C39,8,8,3072,61202,0.0026041666666666,0.0001307146825267,2.6041666666666665,0.1307146825267148,5193484247,9844644.14,9844644.14,0.23362,22.370670647605493,2024,22.438653964340723,0.2742896599948085,0.082694,0.103589,0.465289,2.045281,2.3978952727983707,2.5649493574615367,0.3846153846153846,0.0,0.3,1.0
300542,2024,2024-12-31,10120730,I65,42,41,2836,64300,0.0144569816643159,0.0006531881804043,14.456981664315938,0.6531881804043547,5029076460,5060753.96,6132420.33,0.569008,22.33850219803736,2024,21.04453744153134,0.58630426380272,-0.054971,-0.222191,0.595668,4.328791,2.1972245773362196,2.1972245773362196,0.4444444444444444,0.0,0.139456,0.0
000819,2024,2024-12-31,101658,C25,0,0,2605,67351,0.0,0.0,0.0,0.0,1391908416,5834624.69,6185039.28,-0.069137,21.053941604309166,2024,21.845371305153066,0.2602645829376832,0.016446,0.246213,0.416879,2.202065,3.332204510175204,2.3978952727983707,0.3636363636363636,0.0,0.228037,1.0
688408,2023,2023-12-31,10443059,C38,9,9,3470,72533,0.0025936599423631,0.0001240814525802,2.593659942363112,0.1240814525802048,539418485,9737585.69,9745047.69,-0.269817,20.106002239495332,2023,22.82317139379327,0.655304027930524,0.05022,0.725861,0.377239,1.848111,1.3862943611198906,1.9459101490553132,0.4285714285714285,1.0,0.374716,0.0
600052,2024,2024-12-31,104996,R86,2,2,3026,60973,0.0006609385327164,3.2801403900086926e-05,0.6609385327164573,0.0328014039000869,2611422109,3815760.23,3815760.23,-0.084168,21.6831607796252,2024,21.819864879814514,0.1449548619248075,-0.11366,0.09617,1.687393,1.419438,3.332204510175204,2.4849066497880004,0.3333333333333333,0.0,0.26554,1.0
002551,2023,2023-12-31,102655,C35,2,2,2456,63633,0.000814332247557,3.1430232740873444e-05,0.8143322475570033,0.0314302327408734,2643661874,2477951.57,3429757.93,-0.126882,21.69543086686996,2023,22.09234263825152,0.3011312270875236,-0.039264,-0.064923,0.490779,1.125357,2.5649493574615367,2.1972245773362196,0.25,1.0,0.295436,0.0
002953,2021,2021-12-31,10139732,C38,0,0,2642,54931,0.0,0.0,0.0,0.0,729497481,1272362.91,4147242.23,0.240352,20.407866474241924,2021,21.68657200324076,0.52376926939235,0.062028,0.974594,0.084999,1.339464,1.0986122886681098,1.6094379124341005,0.4,0.0,0.604924,0.0
601985,2022,2022-12-31,105252,D44,1,1,3316,82816,0.0003015681544028,1.2074961360123647e-05,0.301568154402895,0.0120749613601236,29378281661,113102410.54,113102410.54,-0.259036,24.10352151932414,2022,26.426023458049738,0.6817411004957618,0.03733,0.142998,0.210794,0.925304,2.0794415416798357,2.6390573296152584,0.2857142857142857,0.0,0.593376,1.0
688262,2023,2023-12-31,10341770,I65,149,123,3813,81023,0.032258064516129,0.0018389839921997,32.25806451612903,1.8389839921997455,1330447991,7681953.72,9858237.45,-0.009441,21.00878155855376,2023,21.814723088191712,0.181053533332032,-0.055743,-0.096477,1.395576,2.940881,0.6931471805599453,2.1972245773362196,0.3333333333333333,0.0,0.078714,0.0
300196,2022,2022-12-31,104909,C30,1,1,3053,62248,0.0003275466754012,1.6064773165402904e-05,0.3275466754012446,0.0160647731654029,1028951778,3474299.69,5775151.53,-0.185396,20.751806430698323,2022,22.440493613491572,0.2376659466734123,0.159055,0.20373,1.504902,1.165564,2.4849066497880004,2.4849066497880004,0.5,0.0,0.417097,0.0
603195,2024,2024-12-31,10438689,C38,8,8,2828,58929,0.0028288543140028,0.0001357565884369,2.828854314002829,0.1357565884369325,521224263,90361065.38,90761240.43,0.097209,20.071690956237266,2024,23.74339968028729,0.2253853003917111,0.173051,0.072367,0.190583,4.637941,1.6094379124341005,2.5649493574615367,0.4615384615384615,1.0,0.538095,0.0
000812,2022,2022-12-31,101651,C23,0,0,2770,66280,0.0,0.0,0.0,0.0,13890816338,5300291.46,5303979.04,-0.264392,23.354493763691934,2022,22.12389728000735,0.5589316976506228,0.015948,0.005109,0.084609,1.865449,3.218875824868201,2.1972245773362196,0.3333333333333333,1.0,0.1390799999999999,0.0
002614,2023,2023-12-31,102179,C38,2,2,2053,52172,0.0009741841207988,3.833473894042782e-05,0.974184120798831,0.0383347389404278,2088204121,3306433.49,4676029.82,-0.163987,21.45957026176719,2023,22.80513253184977,0.4259194963925677,0.013677,-0.164977,0.309859,1.006371,2.5649493574615367,2.3978952727983707,0.4545454545454545,1.0,0.204693,0.0
601908,2022,2022-12-31,104728,C35,1,1,2867,62350,0.0003487966515521,1.603849238171612e-05,0.3487966515521451,0.0160384923817161,12469520949,15863940.8,15863940.8,-0.27699,23.246553179701557,2022,23.82705721069173,0.4958429610298688,0.019663,1.207761,0.408357,1.207796,2.4849066497880004,2.1972245773362196,0.3333333333333333,1.0,0.289903,0.0
603208,2023,2023-12-31,10140662,C21,1,1,3057,57078,0.0003271180896303,1.7519885069553945e-05,0.3271180896303565,0.0175198850695539,367790736,5260256.69,5260256.69,-0.338811,19.723024684934263,2023,22.25342001148287,0.6563058768790921,0.08519,0.164863,0.494036,1.795163,1.9459101490553132,2.1972245773362196,0.5555555555555556,0.0,0.291408,0.0
002001,2024,2024-12-31,101869,C27,2,2,2240,52642,0.0008928571428571,3.799247748945709e-05,0.8928571428571428,0.037992477489457,5779604553,66723152.06,67523074.31,0.321934,22.477601101027226,2024,24.48421318746429,0.3150466508526499,0.143572,0.429533,0.799145,1.875255,3.044522437723423,2.3978952727983707,0.3636363636363636,0.0,0.50082,0.0
300611,2020,2020-12-31,10190535,C34,0,0,2437,50550,0.0,0.0,0.0,0.0,1010630331,1194198.28,1755504.9,0.024948,20.733840064224832,2020,20.89159601169326,0.448071862617288,0.035286,0.119911,0.080694,1.633733,1.3862943611198906,2.4849066497880004,0.5,0.0,0.425986,0.0
688489,2023,2023-12-31,10556117,C39,49,40,3059,58774,0.013076168682576,0.0008337019770646,13.076168682576006,0.8337019770646884,325675359,2323133.79,5355077.52,-0.309004,19.601411614943775,2023,21.45531091632031,0.0766613220531336,0.037375,0.055437,8.401586,1.71669,0.6931471805599453,2.302585092994046,0.4,1.0,0.208034,0.0
301010,2023,2023-12-31,10430239,C30,0,0,2158,51417,0.0,0.0,0.0,0.0,522522897,946867.55,2018520.0,0.064589,20.074179364766444,2023,21.31961592168211,0.5418867766455182,0.021876,0.276538,0.160464,1.306656,1.0986122886681098,2.1972245773362196,0.3333333333333333,1.0,0.3450979999999999,0.0
605123,2023,2023-12-31,10447231,C33,0,0,2686,49279,0.0,0.0,0.0,0.0,222089173,11050785.35,11050785.35,-0.309872,19.218589543867544,2023,22.61259608880337,0.3512483692150018,0.078068,0.300621,0.722967,2.021829,1.3862943611198906,1.6094379124341005,0.4,1.0,0.332341,0.0
300820,2021,2021-12-31,10106925,C38,0,0,1938,44060,0.0,0.0,0.0,0.0,554551989,2664894.1,8569897.3,0.678439,20.133671120503763,2021,21.45139113986414,0.4258594227242337,0.090746,0.568692,0.141732,2.108066,0.6931471805599453,2.0794415416798357,0.5,0.0,0.344603,0.0
002411,2020,2020-12-31,101919,C27,5,5,3703,93833,0.0013502565487442,5.328615732205088e-05,1.3502565487442617,0.0532861573220508,8875491371,7967876.33,7967876.33,-0.667306,22.90655953663441,2020,23.678562557075605,0.5350221438215454,-0.049185,-0.256068,0.025231,0.949855,2.3978952727983707,2.4849066497880004,0.3333333333333333,1.0,0.3324439999999999,0.0
601016,2021,2021-12-31,10114117,D44,3,2,3390,77103,0.0005899705014749,3.89089918680207e-05,0.5899705014749262,0.0389089918680207,54193885544,29168378.68,32635671.85,0.910787,24.71583392620529,2021,24.397439542021147,0.7112386058648796,0.022171,0.326816,0.26626,1.48193,2.0794415416798357,2.302585092994046,0.3,1.0,0.479244,1.0
002224,2023,2023-12-31,102608,C29,0,0,2507,53406,0.0,0.0,0.0,0.0,2282615189,3225897.39,3713649.6,0.187067,21.54858763575365,2023,21.890510645270105,0.2159831896658779,0.022024,0.075925,1.524325,1.322935,2.772588722239781,2.1972245773362196,0.3333333333333333,1.0,0.166601,0.0
300334,2021,2021-12-31,107802,C35,0,0,3103,66184,0.0,0.0,0.0,0.0,3082059847,2753158.71,2785042.58,0.105516,21.848863992215176,2021,21.18385847116295,0.4707501347719811,0.019378,-0.058082,0.085706,2.227716,2.302585092994046,2.302585092994046,0.5,1.0,0.211889,0.0
002916,2020,2020-12-31,10130511,C39,5,5,2656,61716,0.0018825301204819,8.101626806662777e-05,1.882530120481928,0.0810162680666277,1399945446,52011839.24,52876438.97,0.072723,21.05969910637984,2020,23.362881552649423,0.4685586556717929,0.109142,0.102265,0.10227,4.190306,1.3862943611198906,2.1972245773362196,0.3333333333333333,0.0,0.6704519999999999,1.0
002957,2020,2020-12-31,10186891,C35,6,6,2990,65336,0.0020066889632107,9.1832986408718e-05,2.0066889632107023,0.091832986408718,530161515,3146993.3,8422074.83,-0.36985,20.088692265254267,2020,21.987386208617096,0.2245704008430776,0.102984,0.076069,0.511442,1.59924,0.6931471805599453,2.1972245773362196,0.3333333333333333,0.0,0.416802,0.0
000596,2024,2024-12-31,101485,C15,3,2,2369,52306,0.0008442380751371,5.735479677283677e-05,0.8442380751371886,0.0573547967728367,499558870,70810380.0,70810380.0,-0.236254,20.029236008967818,2024,24.42512108271887,0.36593641947827,0.150286,0.164139,1.061816,2.42053,3.367295829986474,2.1972245773362196,0.3333333333333333,0.0,0.513439,1.0
600298,2023,2023-12-31,105768,C14,4,4,2592,51150,0.0015432098765432,7.820136852394917e-05,1.5432098765432098,0.0782013685239491,1578262001,30374245.92,30562705.18,-0.210969,21.17959007980847,2023,23.68183662060923,0.4501257780488182,0.072462,0.057449,0.191238,2.029728,3.1780538303479458,2.3978952727983707,0.5454545454545454,0.0,0.38067,1.0
601899,2022,2022-12-31,103464,B09,0,0,4835,109058,0.0,0.0,0.0,0.0,56558801445,204946816.4,205923722.4,0.051546,24.758546667468615,2022,26.426023458049738,0.5933415169441604,0.096251,0.200915,0.276334,1.353122,2.70805020110221,2.70805020110221,0.4666666666666667,0.0,0.2310549999999999,1.0
688303,2021,2021-12-31,10380377,C38,0,0,2998,62750,0.0,0.0,0.0,0.0,1600570563,12300775.8,119273000.0,,21.193626005124585,2021,23.83555425475946,0.2671638092376055,0.255226,1.322314,0.896639,1.471794,0.0,2.1972245773362196,0.3333333333333333,0.0,0.739844,0.0
000982,2022,2022-12-31,101210,C17,3,2,2291,53362,0.0008729812309035,5.621978186724635e-05,0.8729812309035355,0.0562197818672463,20088305059,7586141.15,7586141.15,-0.47181,23.72340364486719,2022,21.23606748316944,0.2444173772492423,0.004165,0.449421,0.980656,4.787117,3.1354942159291497,2.302585092994046,0.4,0.0,0.080204,0.0
603128,2022,2022-12-31,107597,G58,5,5,3043,66039,0.0016431153466973,7.57128363542755e-05,1.643115346697338,0.0757128363542755,3264229761,14063632.31,14063632.31,-0.198246,21.906289664340424,2022,23.00282041196514,0.3844602594330241,0.091067,-0.105299,0.777429,1.823589,2.3978952727983707,1.791759469228055,0.3333333333333333,0.0,0.457932,1.0
300631,2022,2022-12-31,10134596,C35,0,0,2609,64029,0.0,0.0,0.0,0.0,995262233,3361343.38,3415580.37,-0.33665,20.718516812157997,2022,21.32411635789201,0.3393730885041884,0.025833,0.373371,0.290647,2.192591,1.791759469228055,2.5649493574615367,0.3846153846153846,0.0,0.260922,0.0
002984,2022,2022-12-31,10434763,C29,6,6,2832,67288,0.0021186440677966,8.91689454286054e-05,2.1186440677966103,0.0891689454286054,1160317992,9083718.14,20003353.22,-0.129604,20.871959936393953,2022,23.131611510127396,0.3141445756149549,0.074462,0.215348,1.239434,1.505755,1.0986122886681098,2.1972245773362196,0.3333333333333333,0.0,0.419895,0.0
002486,2023,2023-12-31,101943,C18,2,2,2765,54773,0.0007233273056057,3.651434100743067e-05,0.7233273056057866,0.0365143410074306,2764909266,2429440.0,2429440.0,-0.127381,21.74027365655408,2023,20.929378906950415,0.1568071979331609,0.041851,-0.276103,1.662416,2.133742,2.6390573296152584,2.4849066497880004,0.4166666666666667,0.0,0.175518,0.0
600054,2022,2022-12-31,105799,N78,1,1,3087,63470,0.0003239390994493,1.575547502757208e-05,0.3239390994493035,0.015755475027572,2298471839,6539442.0,6539442.0,0.314432,21.555510321667157,2022,22.37352900414121,0.1763684604642745,-0.026621,-0.106457,3.270143,1.673203,3.258096538021482,2.1972245773362196,0.3333333333333333,0.0,0.406641,1.0
300163,2022,2022-12-31,104963,C17,0,0,1924,46243,0.0,0.0,0.0,0.0,3468306405,1463500.32,1464660.0,-0.21374,21.96693224432634,2022,20.282807785419823,0.0789190023388245,-0.002815,-0.005197,1.753625,2.353077,2.4849066497880004,2.302585092994046,0.4,0.0,0.163195,0.0
002498,2022,2022-12-31,102623,C38,3,3,2755,60792,0.0010889292196007,4.934859849980261e-05,1.088929219600726,0.0493485984998026,8003087468,13906007.28,13906007.28,-0.184526,22.80309323779802,2022,23.011290248597433,0.2707665262855511,0.081117,0.095826,0.360208,1.681763,2.5649493574615367,2.4849066497880004,0.25,0.0,0.665628,0.0
300848,2021,2021-12-31,10276834,C26,0,0,2787,60181,0.0,0.0,0.0,0.0,699236481,1325009.46,4222877.8,0.326791,20.365499557717893,2021,21.24680860327288,0.4288986034166231,0.087533,0.71465,0.48921,1.605765,0.6931471805599453,2.1972245773362196,0.5555555555555556,0.0,0.388496,0.0
600765,2023,2023-12-31,106426,C37,1,1,3418,70516,0.0002925687536571,1.4181178739576834e-05,0.2925687536571094,0.0141811787395768,3389551940,28066447.91,28107481.27,-0.380026,21.94396357880698,2023,23.959170073303508,0.5180731574797707,0.060067,0.000704,0.484432,1.622479,3.332204510175204,2.3978952727983707,0.2727272727272727,0.0,0.218324,1.0
601018,2022,2022-12-31,10863,G55,6,6,3372,76885,0.0017793594306049,7.80386291214151e-05,1.779359430604982,0.0780386291214151,4490984764,47158795.16,69646710.47,-0.075567,22.22533783870602,2022,25.41350872357162,0.2977921800646956,0.045797,0.111412,0.805498,0.957653,2.5649493574615367,2.8903717578961645,0.3333333333333333,0.0,0.611526,1.0
000564,2021,2021-12-31,101680,F52,1,1,2392,69511,0.0004180602006688,1.4386212254175598e-05,0.4180602006688963,0.0143862122541755,8278327401,25960799.53,32770059.27,0.569884,22.83690678034853,2021,,,,,,,,,,,,
